Timestamp,Permanent SKU,Item Number,Storage Location,Item Name,Brand,Category,Size,Color,Pattern,Style Features,Material,Country of Manufacture,Condition,Condition Notes,Cost of Goods,90 Day eBay Sold Count,Current eBay Active Count,90 Day Sell-Through Rate,Sold Comp Low,Realistic Sold Value,Sold Comp High,Market Range,Inventory Status,Listing Platforms,Department,SEO Listing Title,SEO Listing Description,Style Tag 1,Style Tag 2,Style Tag 3,eBay Status,eBay Priority,eBay Next Action
2026-06-24,A1-MD-0029,0029,A1,Under Armour HeatGear Alter Ego Superman loose-fit graphic T-shirt,Under Armour,Athletic Graphic T-Shirt,M,"Navy blue with red, yellow, and gray",Superman shield graphic,Short sleeves; crew neck; raglan shoulder seams; large Superman S-shield front graphic; red Under Armour sleeve logo; HeatGear; Loose fit; tagless printed label,Not confirmed,Indonesia,Good pre-owned with graphic wear; final inspection required,"Visible fading and wear within the large front Superman graphic, plus light lint and general wear. No obvious holes, tears, or major stains visible. Inspect collar, underarms, seams, hem, front graphic, and sleeve logo before listing.",,,,,$14.00,$20.00,$28.00,"Comparable sold Under Armour Superman HeatGear shirts included a Loose-fit example around $19.95 and men's medium compression examples around $24.99-$29.99. This item is Loose fit and shows visible graphic wear, supporting a realistic target around $18-$22 rather than the higher compression-shirt range.",Unlisted,Poshmark / eBay,Men's Tops,Under Armour Superman Men's M HeatGear Loose Navy Graphic T-Shirt,"Under Armour men's size M HeatGear Loose short-sleeve shirt in navy blue featuring a large Superman S-shield graphic and red Under Armour sleeve logo. Made in Indonesia. Good pre-owned condition with visible graphic fading, light lint, and general wear.",Superhero,Athletic,Graphic,,,
2026-06-24,A1-MD-0030,0030,A1,St. John's Bay purple embroidered crinkle cotton peasant blouse,St. John's Bay,Peasant Blouse,L,"Deep purple / plum with pink, white, and yellow embroidery",Floral embroidery,Short sleeves; split neckline; braided tie front; floral embroidery across chest and shoulders; crinkle gauze texture; relaxed peasant silhouette,100% cotton excluding decoration,Bangladesh,Good pre-owned; final inspection required,"Crinkle texture and light general wear are visible. No obvious holes, tears, or major stains visible. Inspect embroidery, neckline ties, underarms, sleeve hems, side seams, and lower hem before listing.",,,,,$6.00,$9.00,$14.00,"Accessible market evidence for similar St. John's Bay purple tops was around $9.80 sold, while a comparable plum boho blouse in Large was listed near $10 without a confirmed sale. Brand demand is modest, so a realistic turnover target is about $8-$11.",Unlisted,Poshmark / eBay,Women's Tops,St John's Bay Women's L Purple Embroidered Cotton Peasant Blouse Boho,"St. John's Bay women's size L deep-purple crinkle cotton peasant blouse with pink, white, and yellow floral embroidery, split neckline, braided tie, and relaxed silhouette. Made from 100% cotton in Bangladesh. Good pre-owned condition.",Boho,Embroidered,Peasant,,,
2026-06-24,A1-MD-0031,0031,Removed,Nike lime green textured performance golf polo shirt,Nike,Golf Polo,Not confirmed,Lime / light green,Textured micro-dot solid,Short sleeves; three-button placket; self collar; Nike Swoosh on sleeve; curved athletic seam construction; lightweight textured performance knit,Not confirmed,Not confirmed,Removed from inventory / not for sale,Removed from active inventory on 2026-06-24 due to visible staining and low expected return. Do not list. Permanent SKU A1-MD-0031 is retired and must not be reused.,,,,,$4.00,$7.00,$10.00,"Clean lime-green Nike Golf Dri-FIT polos sold around $10-$14.99. The visible staining and unconfirmed size materially reduce this item's value, supporting an as-is realistic target around $5-$8.",Donated / Liquidated,,Men's Tops,Nike Men's Lime Green Performance Golf Polo Shirt Swoosh Stained,"Nike men's lime-green short-sleeve performance golf polo with a three-button placket, self collar, textured knit, curved athletic seams, and sleeve Swoosh. Fair pre-owned condition with visible tan-orange staining. Size and material are not confirmed.",Golf,Performance,Bright,,,
2026-06-24,A1-MD-0032,0032,A1,Adidas AEROREADY charcoal gray 3-Stripes short-sleeve athletic shirt,Adidas,Athletic T-Shirt,M,Heather charcoal gray with white stripes and black logo,Heathered solid with 3-Stripes,Short sleeves; crew neck; white 3-Stripes along shoulders and sleeves; black Adidas chest logo; AEROREADY; lightweight athletic construction; mesh interior panel,Not confirmed,Not confirmed,Good pre-owned; final inspection required,"No obvious holes, tears, major stains, or logo damage visible. Light general wear and wrinkling may be present. Inspect collar, shoulder stripes, underarms, seams, hem, chest logo, and interior before listing. Confirm material and country from the care tag.",,,,,$8.00,$13.00,$18.00,"Comparable gray Adidas 3-Stripes performance shirts sold around $14.22-$18.99, though the stronger example was long-sleeved. This standard short-sleeve men's medium shirt should realistically target about $11-$15 in clean condition.",Unlisted,Poshmark / eBay,Men's Tops,Adidas Men's M AEROREADY Gray 3-Stripes Short Sleeve Athletic Shirt,"Adidas men's size M heather-charcoal AEROREADY short-sleeve athletic shirt with white 3-Stripes across the shoulders and sleeves, black chest logo, crew neck, and lightweight performance construction. Good pre-owned condition.",Athletic,3-Stripes,Performance,,,
2026-06-26,A2-MD-0033,0033,A2,Judy Blue light-wash distressed ripped skinny jeans with raw hem,Judy Blue,Distressed Skinny Jeans,9/29,Light blue,Distressed / ripped,Five-pocket design; button and zip closure; skinny/tapered leg; heavy front distressing; raw unfinished hems; branded back waistband patch,Not confirmed,Not confirmed,Good pre-owned; final inspection required,"Visible intentional distressing and ripped areas throughout the front legs, plus raw hems and normal light-wash fading. No obvious major stains or damage beyond the designed distressing visible in supplied photos. Verify stretch, rise, inseam, fabric content, style number, and all measurements before listing.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$15.00,$23.00,$30.00,Comparable pre-owned Judy Blue size 9/29 light-wash distressed jeans were commonly listed or ended around the mid-teens to high-$20s. Exact model and 90-day eBay counts remain unconfirmed; realistic target about $20-$26 if clean.,Poshmark Listed / eBay Pending,Poshmark,Women's Bottoms,Judy Blue Womens 9/29 Light Wash Distressed Ripped Skinny Jeans Raw Hem,"Judy Blue women's size 9/29 light-wash skinny jeans featuring heavy front distressing, ripped details, five-pocket styling, button-and-zip closure, branded back waistband patch, and raw unfinished hems. Good pre-owned condition with intentional distressing and normal wash fading; verify measurements, fabric content, rise, inseam, and style number before publishing.",Distressed,Skinny,Light Wash,,,
2026-06-26,A2-MD-0034,0034,A2,Royal blue solid short-sleeve polo shirt,Not confirmed,Polo Shirt,Not confirmed,Royal blue / cobalt blue,Solid,"Short sleeves; ribbed polo collar; straight hem; smooth knit or performance-style fabric; front, placket, chest logo, and branding not visible in supplied photo",Not confirmed,Not confirmed,Pre-owned; final inspection required,"Back view only. No obvious holes, tears, or major stains are visible on the photographed back. Inspect the front, placket, collar, underarms, sleeves, hem, seams, fabric for snags or pulls, and all branding before listing. Confirm size, material, country, fit, and measurements.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$5.00,$8.00,$12.00,"Generic unbranded polo estimate; identify front, brand, size and material before listing.",Needs Review,Poshmark / eBay,Not Confirmed,Royal Blue Short Sleeve Polo Shirt Solid Casual Golf Performance Style,"Royal-blue solid short-sleeve polo shirt with a ribbed collar, straight hem, and smooth knit or performance-style fabric. Brand, size, material, country, front details, and measurements are not confirmed. Back appears clean in the supplied photo; complete inspection required before publishing.",Polo,Solid,Classic,,,
2026-06-26,A2-MD-0035,0035,A2,Lands' End black elastic-waist straight-leg casual pants,Lands' End,Casual Pants / Chinos,42 Regular,Black,Solid,Elasticized comfort waistband; belt loops; front button and zip closure; side-entry front pockets; two rear flap pockets with one button closure; straight-leg silhouette,Not confirmed,Not confirmed,Good pre-owned; final inspection required,"Light normal wear, wrinkling, and minor surface lint are visible. No obvious holes, tears, or major stains appear in the supplied photos. Inspect the waistband elastic, zipper, button, pocket flaps, seat, inner thighs, knees, hems, and seams before listing. Confirm inseam, rise, leg opening, material, and country of manufacture.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$12.00,$18.00,$25.00,"Brand/category estimate; size 42 and comfort waist help, but exact material and inseam are missing.",Unlisted,Poshmark / eBay,Men's Bottoms,Lands End Mens 42 Black Elastic Waist Casual Pants Straight Leg,"Lands' End men's size 42 Regular black casual pants with an elasticized comfort waistband, belt loops, button-and-zip closure, side-entry front pockets, rear flap pockets, and a straight-leg silhouette. Good pre-owned condition with light normal wear and wrinkling. Confirm material, inseam, rise, leg opening, and country before publishing.",Classic,Comfort,Casual,,,
2026-06-26,A2-MD-0036,0036,A2,St. John's Bay pale yellow interlock polo with navy stripe trim,St. John's Bay,Polo Shirt,S/P,Pale yellow / butter yellow,Solid with striped trim,Short sleeves; open placket; ribbed polo collar; navy double-stripe trim on collar and sleeve cuffs; straight hem; interlock knit construction,100% cotton,Vietnam,Pre-owned; needs final inspection,"Light normal wear and wrinkling are visible. Small dark marks or spots may be present on the front and should be inspected or treated before listing. Check the collar, sleeve cuffs, underarms, placket, seams, and hem. Confirm measurements before publishing.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$5.00,$8.00,$12.00,Condition-adjusted estimate; small size and possible marks make this a low-priority listing.,Unlisted,Poshmark / eBay,Men's Tops,St Johns Bay Mens S Yellow Interlock Polo Shirt Navy Stripe Cotton,"St. John's Bay men's size S/P pale-yellow interlock polo made from 100% cotton. Features an open placket, ribbed collar, navy double-stripe trim on the collar and sleeve cuffs, short sleeves, and a straight hem. Pre-owned with light wear and possible small marks; inspect and confirm measurements before publishing.",Preppy,Classic,Nautical,,,
2026-06-26,A2-MD-0037,0037,A2,Brooks Brothers 346 olive green cotton chino pants,Brooks Brothers 346,Chino Pants / Casual Pants,W40/L30,Olive green,Solid,Flat front; belt loops; button and zip closure; angled front pockets; two rear welt pockets; straight-leg chino silhouette; striped pocket lining,100% cotton,China,Good pre-owned; final inspection required,"Light wrinkling and normal pre-owned wear are visible. No obvious major stains, holes, or tears appear in the supplied photos. Inspect the waistband, button, zipper, front pockets, rear pockets, seat, inner thighs, knees, hems, and seams. Confirm waist, rise, inseam, and leg-opening measurements before publishing.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$15.00,$22.00,$30.00,"Brand/category estimate; 40x30 is marketable, but the 346 diffusion line limits premium value.",Unlisted,Poshmark / eBay,Men's Bottoms,Brooks Brothers 346 Mens 40x30 Olive Green Cotton Chino Pants,"Brooks Brothers 346 men's olive-green chino pants in size W40/L30. Made from 100% cotton in China. Features a flat front, belt loops, button-and-zip closure, angled front pockets, two rear welt pockets, striped pocket lining, and a straight-leg silhouette. Good pre-owned condition with light normal wear and wrinkling. Confirm measurements and complete a final flaw inspection before publishing.",Classic,Preppy,Business Casual,,,
2026-06-26,A2-MD-0038,0038,A2,Columbia KM5080 black burgundy colorblock nylon windbreaker jacket,Columbia Sportswear Company,Windbreaker Jacket / Lightweight Outerwear,Men's M,Black / burgundy / maroon,Colorblock,"Snap-front placket; stand collar; black body with burgundy yoke, collar, and side panels; long sleeves; zippered hand pockets; lightweight nylon shell; model KM5080 H5",Shell: 100% nylon; lining components: 100% polyester and 100% nylon,Malaysia,Good pre-owned; final inspection required,"Visible wrinkling and light normal wear from storage are present. No obvious major holes, tears, or large stains appear in the supplied photos. Inspect the snap placket, pocket zippers, cuffs, collar, lining, seams, underarms, hem, and nylon shell for pulls, coating wear, or hidden damage before listing.",$8.00,Pending research,Pending research,Pending — sold count divided by active count,$18.00,$28.00,$40.00,"Retro outerwear estimate; verify age, measurements and full shell/lining condition.",Passed / Not Purchased,Poshmark / eBay,Men's Tops,Columbia Mens M Black Burgundy Nylon Colorblock Windbreaker Jacket,"Columbia Sportswear Company men's size M colorblock windbreaker jacket, model KM5080 H5. Black nylon shell with burgundy/maroon collar, yoke, and side panels, snap-front closure, long sleeves, stand collar, and zippered hand pockets. Shell is 100% nylon with polyester and nylon lining components. Made in Malaysia. Good pre-owned condition with light wear and wrinkling; complete a final flaw inspection before publishing.",Outdoor,Retro,Colorblock,PASSED - NOT PURCHASED,P3,Remove from listing queue
2026-06-26,A2-MD-0039,0039,A2,SpaceX lavender-gray organic cotton full-zip hoodie,Space Exploration Technologies Corp. label; authenticity unverified,Full-Zip Hoodie / Sweatshirt,L,Lavender-gray / light purple,Solid,Attached hood; full front zipper; tonal embroidered chest logo; split kangaroo pockets; ribbed cuffs and hem; soft fleece interior; cropped or shorter-body silhouette appears possible but is not confirmed,100% organic cotton according to label,China,Pre-owned; needs final inspection and authenticity review,"Clean-background images show the overall front, back, and label, but may not reveal all wear. Inspect the original garment for stains, pilling, shrinkage, odors, zipper function, cuff and hem wear, pocket damage, loose embroidery, and altered labels. Authenticity cannot be confirmed from the provided photos alone.",$4.00,Pending research,Pending research,Pending — sold count divided by active count,$15.00,$35.00,$70.00,Authenticity-dependent estimate; value changes sharply if not genuine. Very low confidence.,Needs Review,Poshmark / eBay,Not Confirmed,SpaceX Size L Lavender Organic Cotton Full Zip Hoodie Embroidered Logo,"Space Exploration Technologies Corp. full-zip hoodie in light lavender-gray, size L. Features an attached hood, full zipper, tonal embroidered chest logo, split front pockets, ribbed cuffs and hem, and fleece interior. Label states 100% organic cotton and made in China. Pre-owned; inspect the original garment and confirm measurements before publishing. Authenticity remains unverified.",Techwear,Streetwear,Athleisure,,,
2026-06-26,A2-MD-0040,0040,A2,American Eagle white stretch five-pocket jeans,American Eagle Outfitters,Women's Jeans / Denim Pants,Size not confirmed; approx. 31 in waist / 27.5 in inseam,White / ivory,Solid,"Five-pocket design; button-and-zip closure; belt loops; straight-to-slight-bootcut silhouette; STRETCH line tag; embroidered waistband branding; rear patch pockets; worn brown logo patch; approximate measurements: 15.5 in waist laid flat, 27.5 in inseam, 34.5 in outseam, and 6.5 in leg opening",Not confirmed; stretch denim,Not confirmed,Fair pre-owned; visible marks and wear,"Multiple small blue or dark marks, light discoloration, wrinkling, and wear to the rear logo patch are visible. Inspect the white fabric carefully for stains or yellowing, especially at the crotch, seat, knees, pockets, and hems. Verify zipper and button function. Ruler-photo measurements are approximate and should be rechecked before publishing.",Not provided,1 confirmed accessible 90-day comparable,9 accessible active comparables,11.1% estimated sampled sell-through,$13.60,$16.00,$18.36,"Low-confidence sampled market. Exact size, model, fabric, and country are unconfirmed. Accessible sold evidence included $13.60 for American Eagle stretch jeans and $18.36 for white stretch flare jeans. Accessible exact or near-active examples ranged about $9.95-$25. Visible marks and the unconfirmed fit limit value. Recommended list price: $19.99; fast-cash target: $12-$15.",Unlisted,Poshmark / eBay,Women's Bottoms,American Eagle Womens White Stretch Jeans Approx 31x28 Straight Leg,"American Eagle Outfitters women's white stretch five-pocket jeans with a button-and-zip closure, belt loops, embroidered interior waistband branding, rear patch pockets, and a straight-to-slight-bootcut silhouette. Approximate measurements from the supplied ruler photos: 15.5 in waist laid flat, 27.5 in inseam, 34.5 in outseam, and 6.5 in leg opening. Size, exact model, material, and country remain unconfirmed. Fair pre-owned condition with visible small marks, light discoloration, wrinkling, and wear to the rear logo patch; review all photos and verify measurements before purchasing.",Casual,Classic,Stretch Denim,,,
2026-06-26,A2-MD-0042,0042,A2,Mondetta Performance + Luxury black straight-leg stretch pants,Mondetta,Women's Active Pants / Pull-On Straight-Leg Pants,M,Black / charcoal,Solid,Performance + Luxury line; wide pull-on waistband; straight-leg silhouette; long vertical seam detailing; small gold Mondetta logo at rear waistband; soft stretch performance fabric,Shell: 84% polyester / 16% spandex,Jordan,Pre-owned; final inspection required,"Light lint and wrinkling are visible in the supplied photos. No obvious major holes or tears are visible, but inspect the waistband, rise, crotch, seat, inner thighs, knees, seams, hems, and logo print before publishing. Confirm waist, rise, inseam, outseam, leg opening, pockets, and shipping weight.",Not provided,Unavailable — exact 90-day sold count not verified,9 accessible similar active listings,Unavailable — exact sell-through not reliable,$10.00,$16.00,$22.00,Broader market estimate; exact sold comps are incomplete and measurements are missing.,Needs Review,Poshmark / eBay,Women's Bottoms,Mondetta Womens M Black Stretch Straight Leg Pull On Pants Performance Luxury,"Mondetta Performance + Luxury women's black pull-on stretch pants in size M. Made in Jordan from 84% polyester and 16% spandex. Features a wide waistband, straight-leg silhouette, long vertical seam detailing, and subtle gold Mondetta branding at the rear waistband. Pre-owned condition with light lint and wrinkling visible. Confirm measurements, pockets, shipping weight, and complete a final flaw inspection before publishing.",Athleisure,Straight Leg,Travel,,,
2026-06-27,A2-MD-0043,0043,A2,Nike Sphere charcoal gray textured mesh V-neck performance shirt,Nike Sphere,Athletic Performance T-Shirt,M,Charcoal gray / dark gray,Solid textured mesh,Short sleeves; V-neck; small Nike Swoosh at chest; Nike Sphere circular logo near lower hem; breathable textured mesh construction; curved drop-tail hem,Not confirmed; synthetic performance mesh,Taiwan,Good pre-owned; final inspection required,"Light normal wear and wrinkling are visible. Possible small surface marks are present on the front. No obvious major holes or tears are visible in the supplied photos. Inspect the neckline, underarms, mesh fabric, seams, logos, sleeves, and hem before publishing. Ruler photos suggest approximately 20 in pit to pit and 25 in length, but measurements must be rechecked.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$12.00,$20.00,$30.00,"Niche Nike Sphere/Y2K estimate; confirm exact model, fabric and measurements.",Unlisted,Poshmark / eBay,Men's Tops,Nike Sphere Mens M Gray Mesh V Neck Performance Athletic Shirt,"Nike Sphere men's size M charcoal-gray short-sleeve performance shirt with a V-neck, breathable textured mesh construction, small chest Swoosh, circular Sphere logo near the lower hem, and a curved drop-tail hem. Made in Taiwan. Good pre-owned condition with light wear and possible small surface marks. Confirm fabric composition and measurements before publishing.",Performance,Y2K Athletic,Mesh,,,
2026-06-27,A2-MD-0044,0044,A2,Levi's faded black denim trucker jacket,Levi's,Denim Trucker Jacket / Jean Jacket,Tagged size not shown; approx. 18 in pit to pit / 19 in length,Faded black / charcoal gray,Solid,"Button-front closure; pointed collar; two button-flap chest pockets; two vertical hand pockets; silver-tone branded buttons; red Levi's tab; fitted/cropped trucker silhouette; approximate measurements: 18 in pit to pit, 19 in length, 26 in sleeve, and about 16-17 in across the upper body/hem",Denim; fiber composition not confirmed,Not confirmed,Good pre-owned; visible fading and final inspection required,"Even faded black/charcoal wash and light normal wear are visible. No obvious major stains, holes, or tears appear in the supplied photos. Inspect the collar, cuffs, underarms, pocket edges, button placket, seams, hem, and interior labels. Verify all measurements and photograph the brand, size, material, and country tags before publishing.",Not provided,3 accessible sold examples; exact 90-day total not verified,4 accessible active examples; exact marketplace total not verified,Unavailable — search sample is not a complete eBay count,$22.99,$29.95,$40.00,"Low-confidence accessible market sample. Sold examples were $22.99, $29.95, and $40.00; current Poshmark asks were approximately $32-$50 for similar black women's Levi's trucker jackets. Exact size/model, material, and complete eBay totals remain unconfirmed. Recommended eBay list price: $34.99; Poshmark: $38; fast-cash target: $24-$28.",Needs Review,Poshmark / eBay,Other,Levis Womens Black Denim Trucker Jacket Faded Wash Cropped 18x19,"Levi's faded black denim trucker jacket with a pointed collar, button front, two flap chest pockets, two hand pockets, silver-tone branded hardware, and red tab. Approximate measurements from the supplied ruler photos: 18 in pit to pit, 19 in length, 26 in sleeve, and about 16-17 in across the upper body/hem. Tagged size, fiber content, country, and exact model were not shown. Good pre-owned condition with even fading and light normal wear; complete a final flaw inspection and verify measurements before publishing.",Grunge,Y2K,Cropped,,,
2026-06-27,A2-MD-0045,0045,A2,Lauren Ralph Lauren navy double-breasted gold-button blazer,Lauren Ralph Lauren,Women's Blazer / Sport Coat,"20W (photographed tag; user estimated 42R, unconfirmed)",Navy blue,Solid,Double-breasted front; peaked lapels; gold-tone embossed buttons; four gold-tone cuff buttons; chest welt pocket; two lower patch pockets; purple lining; structured tailored silhouette,Not confirmed,Not confirmed,Pre-owned; needs lint removal and final inspection,"Heavy visible lint, hair, and surface debris are present across the navy fabric. No obvious major holes or large stains are visible in the supplied photos, but the blazer is not listing-ready. Lint-roll or professionally clean, steam, inspect the lining, underarms, cuffs, lapels, pockets, buttons, seams, and hem, and photograph the care/material tag. The photographed manufacturer size tag reads 20W; do not list as 42R unless another original tag proves it.",Not provided,Pending research,Pending research,Pending — sold count divided by active count,$20.00,$30.00,$45.00,"Plus-size blazer estimate after cleaning; verify material, measurements and photographed 20W size.",Needs Review,Poshmark / eBay,Other,Lauren Ralph Lauren Womens 20W Navy Double Breasted Blazer Gold Buttons,"Lauren Ralph Lauren women's navy blazer with a photographed size 20W tag. Features a double-breasted front, peaked lapels, gold-tone embossed buttons, four-button cuffs, chest welt pocket, lower patch pockets, structured tailoring, and purple lining. Pre-owned with heavy visible lint and surface debris; clean, steam, verify measurements and material, and complete a final flaw inspection before publishing.",Preppy,Classic,Business Casual,,,
2026-06-27,A2-MD-0046,0046,A2,Brooks Brothers orange cotton quarter-zip pullover with striped trim,Brooks Brothers,Quarter-Zip Pullover / Sweatshirt,S,Burnt orange / coral with navy and teal accents,Solid with striped trim,Long sleeves; quarter-zip mock neck; embroidered Golden Fleece chest logo; navy double-stripe trim at collar and cuffs; contrast teal interior neck tape; ribbed cuffs and hem; casual preppy silhouette,100% cotton,China,Good pre-owned; final inspection required,"Light normal wear and wrinkling are visible. A few faint small surface marks or spots may be present on the front and sleeves. Inspect and treat before eBay listing; verify zipper operation, collar, cuffs, underarms, seams, hem, embroidery, and all measurements.",Not provided,1 accessible close sold example; exact 90-day total not verified,2 accessible close active examples; exact marketplace total not verified,Unavailable — incomplete public search sample,$24.99,$28.00,$35.00,"Low-confidence accessible market sample. A close Brooks Brothers orange 100% cotton quarter-zip in men's L sold for $29.99 in good condition with spots. Similar active orange or small quarter-zips were near $27.99-$28.00, with stronger variants higher. Recommended eBay list price: $34.99; realistic fast-cash target: $24-$28. Exact 90-day eBay totals remain unverified.",Poshmark Listed / eBay Pending,Poshmark,Men's Tops,Brooks Brothers Mens S Orange Cotton Quarter Zip Pullover Logo,"Brooks Brothers men's size S quarter-zip pullover in burnt orange/coral 100% cotton. Features an embroidered Golden Fleece chest logo, navy double-stripe trim at the mock collar and cuffs, contrast teal interior neck tape, long sleeves, and ribbed finishes. Good pre-owned condition with light wear and possible faint small marks; inspect all photos and measurements before purchase.",Preppy,Quarter Zip,Golf,,,
2026-06-27,A2-MD-0047,0047,A2,KUT from the Kloth Catherine Boyfriend dark green velveteen pants,KUT from the Kloth,Women's Boyfriend Pants / Velveteen Jeans,14,Very dark green / black-green,Solid,"Catherine Boyfriend fit; five-pocket styling; button and zip closure; soft velvet-like cotton fabric; straight-to-relaxed leg; style KP494MQ9; approximate measurements: 17.5 in waist flat, 27 in inseam, 8 in leg opening flat",98% cotton / 2% spandex,China,Good pre-owned; final inspection required,"Visible lint, wrinkling, and normal surface variation are present in the velvet-like fabric. No obvious major holes or tears appear in the supplied photos. Lint-roll carefully, steam from the reverse if safe, and inspect the waistband, zipper, button, crotch, seat, inner thighs, knees, pockets, seams, and hems before listing. Verify measurements before publishing.",Not provided,Pending exact 90-day sold count,Pending exact active count,Pending — exact sold count divided by active count,$18.00,$24.00,$32.00,"Provisional low-confidence range based on accessible KUT from the Kloth Catherine Boyfriend and corduroy/velvet-style comparables. Size-14 Catherine boyfriend examples were positioned near $21.50-$24.99, while a similar Catherine corduroy pair was listed around $32.98. Exact style KP494MQ9 sold totals and a complete 90-day eBay STR remain unverified. Suggested eBay list price: $32.99; realistic fast-sale target: $22-$26.",Needs Review,Poshmark / eBay,Women's Bottoms,KUT from the Kloth Catherine Boyfriend Pants Womens 14 Dark Green Velvet,"KUT from the Kloth Catherine Boyfriend pants in women's size 14, style KP494MQ9. Very dark green to black-green velvet-like 98% cotton and 2% spandex fabric with five-pocket styling, button and zip closure, and relaxed straight boyfriend fit. Approximate measurements: 17.5 inches waist flat, 27-inch inseam, and 8-inch leg opening flat. Good pre-owned condition with visible lint and wrinkling; complete a final flaw inspection and verify measurements before publishing.",Boyfriend,Velvet,Dark Academia,,,
2026-06-27,A2-MD-0048,0048,A2,Nautica white sailing windbreaker jacket with black stripe,Nautica,Men's Windbreaker Jacket / Lightweight Outerwear,XL,White / ivory with black accents,Colorblock / striped,"Full front closure with snap storm placket; black stand collar; black double-stripe chest and back detail; embroidered/printed Nautica sailboat sleeve graphic; two zippered hand pockets; elastic cuffs and hem; lightweight lined sailing silhouette; approximate ruler-photo measurements: 25 in pit to pit, 27 in length, 30 in sleeve from collar; verify before listing",Outer shell and lining materials not confirmed,Not confirmed,Pre-owned; cleaning and final inspection required,"Visible wrinkling, light yellowing or discoloration near the left underarm/chest area, and several small dark surface marks on the sleeves/body are present in the supplied photos. White outerwear shows flaws easily. Clean before listing and inspect the collar, placket, zipper/snaps, pockets, cuffs, elastic hem, lining, underarms, sleeve graphic, seams, and all white fabric under bright neutral light. Verify measurements and material/country tags before publishing.",Not provided,Exact 90-day sold count unavailable from accessible public results,At least 2 close active examples located; exact marketplace total not verified,Unavailable — incomplete eBay sold and active counts,$25.00,$34.00,$45.00,"Provisional low-confidence market range. A close Nautica men's white XL lined sailing windbreaker was actively listed at $40, and a comparable white embroidered-logo 2X windbreaker was active at $27.99. These are asking prices, not confirmed sold comps. Recommended eBay list price after cleaning: $44.99; realistic fast-sale target: $30-$35. Exact 90-day STR remains unavailable until complete sold and active counts are captured.",Poshmark Listed / eBay Pending,Poshmark,Men's Tops,Nautica Mens XL White Sailing Windbreaker Jacket Black Stripe Logo,"Nautica men's size XL white/ivory sailing windbreaker with black stand collar, double-stripe chest and back accents, Nautica sailboat sleeve graphic, front closure with snap storm placket, zippered hand pockets, and elastic cuffs and hem. Approximate measurements from supplied ruler photos: 25 inches pit to pit, 27 inches length, and 30 inches sleeve from collar; verify before listing. Pre-owned with visible wrinkling, light discoloration, and small surface marks. Clean and complete a final flaw inspection before publishing.",Nautical,Sailing,Y2K,,,
2026-06-27,A2-MD-0049,0049,A2,Columbia red plaid stretch long-sleeve shirt with tags,Columbia,Men's Long-Sleeve Button-Up Shirt,XXL,"Red, burgundy, tan, and navy",Plaid,"Full button front, spread collar, buttoned chest pocket, curved hem, stretch fabric, style AA11523 / 1617951, retail tags attached",98% cotton / 2% elastane,India,New with tags; final inspection required,"Appears unworn with retail tags attached. Inspect for storage marks, odors, missing buttons, loose threads, seam issues, and hidden flaws. Verify measurements before listing.",Not provided,Exact 90-day sold count unavailable,Multiple close active examples; exact total unverified,Unavailable — incomplete sold and active counts,$25.00,$32.00,$40.00,Comparable used Columbia red plaid XXL shirts were listed around $15.57-$26. Similar new-with-tags stretch flannel shirts were positioned near $35-$39.95. Recommended eBay list price: $39.99; fast-sale target: $28-$33. Exact 90-day STR remains unavailable.,Poshmark Listed / eBay Pending,Poshmark,Men's Tops,Columbia Mens XXL Red Plaid Stretch Shirt Button Up New With Tags,"Columbia men's XXL red plaid long-sleeve button-up shirt in 98% cotton and 2% elastane. Features a spread collar, buttoned chest pocket, full button front, and curved hem. Style AA11523 / 1617951. New with retail tags attached; verify measurements and complete final inspection before listing.",Outdoor,Flannel,Cabincore,,,
